date,store_id,product_id,quantity_sold,price,is_promo
2024-01-22,S1,P9,20,6,1
2024-01-23,S1,P9,13,6,0
2024-01-24,S1,P9,12,6,0
2024-01-25,S1,P9,10,6,0
2024-01-26,S1,P9,13,6,0
2024-01-27,S1,P9,11,6,0
2024-01-28,S1,P9,12,6,0
2024-01-29,S1,P9,7,6,0
2024-01-30,S1,P9,18,4,1
2024-01-01,S1,P10,13,91,1
2024-01-02,S1,P10,16,91,0
2024-01-03,S1,P10,17,72,1
2024-01-04,S1,P10,7,72,0
2024-01-05,S1,P10,12,72,0
2024-01-06,S1,P10,18,72,0
2024-01-07,S1,P10,18,57,1
2024-01-08,S1,P10,13,57,0
2024-01-09,S1,P10,11,57,0
2024-01-10,S1,P10,10,57,0
2024-01-11,S1,P10,12,45,1
2024-01-12,S1,P10,10,45,0
2024-01-13,S1,P10,17,45,0
2024-01-14,S1,P10,17,45,0
2024-01-15,S1,P10,20,36,1
2024-01-16,S1,P10,18,36,0
2024-01-17,S1,P10,6,36,0
2024-01-18,S1,P10,12,28,1
2024-01-19,S1,P10,5,28,0
2024-01-20,S1,P10,6,28,0
2024-01-21,S1,P10,27,22,1
2024-01-22,S1,P10,7,22,0
2024-01-23,S1,P10,15,22,0
2024-01-24,S1,P10,7,17,1
2024-01-25,S1,P10,6,17,0
2024-01-26,S1,P10,14,13,1
2024-01-27,S1,P10,13,13,0
2024-01-28,S1,P10,10,13,0
2024-01-29,S1,P10,13,13,0
2024-01-30,S1,P10,5,13,0
2024-01-01,S1,P11,11,104,1
2024-01-02,S1,P11,17,83,1
2024-01-03,S1,P11,10,83,0
2024-01-04,S1,P11,11,83,0
2024-01-05,S1,P11,10,83,0
2024-01-06,S1,P11,6,83,0
2024-01-07,S1,P11,20,66,1
2024-01-08,S1,P11,18,66,0
2024-01-09,S1,P11,17,66,0
2024-01-10,S1,P11,10,66,0
2024-01-11,S1,P11,7,66,0
2024-01-12,S1,P11,7,66,0
2024-01-13,S1,P11,16,52,1
2024-01-14,S1,P11,14,52,0
2024-01-15,S1,P11,10,52,0
2024-01-16,S1,P11,13,52,0
2024-01-17,S1,P11,7,52,0
2024-01-18,S1,P11,12,52,0
2024-01-19,S1,P11,6,52,0
2024-01-20,S1,P11,7,52,0
2024-01-21,S1,P11,6,52,0
2024-01-22,S1,P11,9,41,1
2024-01-23,S1,P11,13,32,1
2024-01-24,S1,P11,7,32,0
2024-01-25,S1,P11,15,32,0
2024-01-26,S1,P11,14,32,0
2024-01-27,S1,P11,24,25,1
2024-01-28,S1,P11,9,25,0
2024-01-29,S1,P11,22,20,1
2024-01-30,S1,P11,20,16,1
2024-01-01,S1,P12,30,30,0
2024-01-02,S1,P12,25,30,0
2024-01-03,S1,P12,24,30,0
2024-01-04,S1,P12,24,30,0
2024-01-05,S1,P12,31,30,0
2024-01-06,S1,P12,32,30,0
2024-01-07,S1,P12,26,30,0
2024-01-08,S1,P12,24,30,0
2024-01-09,S1,P12,31,30,0
2024-01-10,S1,P12,22,30,0
2024-01-11,S1,P12,33,30,0
2024-01-12,S1,P12,25,30,0
2024-01-13,S1,P12,32,30,0
2024-01-14,S1,P12,41,24,1
2024-01-15,S1,P12,27,24,0
2024-01-16,S1,P12,35,19,1
2024-01-17,S1,P12,42,15,1
2024-01-18,S1,P12,21,15,0
2024-01-19,S1,P12,28,15,0
2024-01-20,S1,P12,31,15,0
2024-01-21,S1,P12,33,15,0
2024-01-22,S1,P12,37,12,1
2024-01-23,S1,P12,27,12,0
2024-01-24,S1,P12,27,12,0
2024-01-25,S1,P12,26,12,0
2024-01-26,S1,P12,20,12,0
2024-01-27,S1,P12,44,9,1
2024-01-28,S1,P12,23,9,0
2024-01-29,S1,P12,20,9,0
2024-01-30,S1,P12,33,9,0
2024-01-01,S1,P13,27,167,0
2024-01-02,S1,P13,34,167,0
2024-01-03,S1,P13,54,133,1
2024-01-04,S1,P13,21,133,0
2024-01-05,S1,P13,34,133,0
2024-01-06,S1,P13,24,133,0
2024-01-07,S1,P13,33,133,0
2024-01-08,S1,P13,31,133,0
2024-01-09,S1,P13,31,133,0
2024-01-10,S1,P13,30,133,0
2024-01-11,S1,P13,33,133,0
2024-01-12,S1,P13,22,133,0
2024-01-13,S1,P13,41,106,1
2024-01-14,S1,P13,24,106,0
2024-01-15,S1,P13,26,106,0
2024-01-16,S1,P13,30,106,0
2024-01-17,S1,P13,21,106,0
2024-01-18,S1,P13,25,106,0
2024-01-19,S1,P13,30,84,1
2024-01-20,S1,P13,30,84,0
2024-01-21,S1,P13,27,84,0
2024-01-22,S1,P13,31,67,1
2024-01-23,S1,P13,51,53,1
2024-01-24,S1,P13,44,42,1
2024-01-25,S1,P13,42,33,1
2024-01-26,S1,P13,31,26,1
2024-01-27,S1,P13,33,26,0
2024-01-28,S1,P13,26,26,0
2024-01-29,S1,P13,30,26,0
2024-01-30,S1,P13,40,20,1
2024-01-01,S1,P14,30,34,0
2024-01-02,S1,P14,25,34,0
2024-01-03,S1,P14,54,27,1
2024-01-04,S1,P14,22,27,0
2024-01-05,S1,P14,28,27,0
2024-01-06,S1,P14,26,27,0
2024-01-07,S1,P14,25,27,0
2024-01-08,S1,P14,33,27,0
2024-01-09,S1,P14,29,27,0
2024-01-10,S1,P14,33,27,0
2024-01-11,S1,P14,39,21,1
2024-01-12,S1,P14,24,21,0
2024-01-13,S1,P14,31,16,1
2024-01-14,S1,P14,26,16,0
2024-01-15,S1,P14,21,16,0
2024-01-16,S1,P14,29,16,0
2024-01-17,S1,P14,33,16,0
2024-01-18,S1,P14,24,16,0
2024-01-19,S1,P14,30,16,0
2024-01-20,S1,P14,28,16,0
2024-01-21,S1,P14,27,16,0
2024-01-22,S1,P14,45,12,1
2024-01-23,S1,P14,29,12,0
2024-01-24,S1,P14,31,12,0
2024-01-25,S1,P14,33,9,1
2024-01-26,S1,P14,30,9,0
2024-01-27,S1,P14,34,9,0
2024-01-28,S1,P14,53,7,1
2024-01-29,S1,P14,27,7,0
2024-01-30,S1,P14,34,7,0
2024-01-01,S1,P15,27,115,0
2024-01-02,S1,P15,23,115,0
2024-01-03,S1,P15,44,92,1
2024-01-04,S1,P15,26,92,0
2024-01-05,S1,P15,33,92,0
2024-01-06,S1,P15,37,73,1
2024-01-07,S1,P15,31,73,0
2024-01-08,S1,P15,27,73,0
2024-01-09,S1,P15,22,73,0
2024-01-10,S1,P15,23,73,0
2024-01-11,S1,P15,27,73,0
2024-01-12,S1,P15,35,58,1
2024-01-13,S1,P15,33,58,0
2024-01-14,S1,P15,24,58,0
2024-01-15,S1,P15,26,58,0
2024-01-16,S1,P15,30,58,0
2024-01-17,S1,P15,22,58,0
2024-01-18,S1,P15,33,58,0
2024-01-19,S1,P15,22,58,0
2024-01-20,S1,P15,33,58,0
2024-01-21,S1,P15,21,58,0
2024-01-22,S1,P15,46,46,1
2024-01-23,S1,P15,37,36,1
2024-01-24,S1,P15,30,36,0
2024-01-25,S1,P15,32,36,0
2024-01-26,S1,P15,38,28,1
2024-01-27,S1,P15,21,28,0
2024-01-28,S1,P15,24,28,0
2024-01-29,S1,P15,31,28,0
2024-01-30,S1,P15,36,22,1
2024-01-01,S1,P16,29,111,1
2024-01-02,S1,P16,18,111,0
2024-01-03,S1,P16,17,111,0
2024-01-04,S1,P16,21,111,0
2024-01-05,S1,P16,19,111,0
2024-01-06,S1,P16,13,111,0
2024-01-07,S1,P16,28,88,1
2024-01-08,S1,P16,13,88,0
2024-01-09,S1,P16,17,88,0
2024-01-10,S1,P16,14,88,0
2024-01-11,S1,P16,22,88,0
2024-01-12,S1,P16,11,88,0
2024-01-13,S1,P16,11,88,0
2024-01-14,S1,P16,21,88,0
2024-01-15,S1,P16,11,88,0
2024-01-16,S1,P16,14,88,0
2024-01-17,S1,P16,30,70,1
2024-01-18,S1,P16,21,70,0
2024-01-19,S1,P16,31,56,1
2024-01-20,S1,P16,24,56,0
2024-01-21,S1,P16,23,56,0
2024-01-22,S1,P16,19,44,1
2024-01-23,S1,P16,18,44,0
2024-01-24,S1,P16,19,44,0
2024-01-25,S1,P16,23,44,0
2024-01-26,S1,P16,11,44,0
2024-01-27,S1,P16,21,35,1
2024-01-28,S1,P16,19,35,0
2024-01-29,S1,P16,18,35,0
2024-01-30,S1,P16,20,35,0
2024-01-01,S1,P17,31,199,0
2024-01-02,S1,P17,34,199,0
2024-01-03,S1,P17,33,199,0
2024-01-04,S1,P17,45,159,1
2024-01-05,S1,P17,39,159,0
2024-01-06,S1,P17,29,159,0
2024-01-07,S1,P17,35,159,0
2024-01-08,S1,P17,32,159,0
2024-01-09,S1,P17,31,159,0
2024-01-10,S1,P17,29,159,0
2024-01-11,S1,P17,38,159,0
2024-01-12,S1,P17,44,127,1
2024-01-13,S1,P17,36,101,1
2024-01-14,S1,P17,33,101,0
2024-01-15,S1,P17,36,80,1
2024-01-16,S1,P17,27,80,0
2024-01-17,S1,P17,49,64,1
2024-01-18,S1,P17,36,64,0
2024-01-19,S1,P17,38,64,0
2024-01-20,S1,P17,32,64,0
2024-01-21,S1,P17,35,64,0
2024-01-22,S1,P17,36,64,0
2024-01-23,S1,P17,36,64,0
2024-01-24,S1,P17,29,64,0
2024-01-25,S1,P17,47,51,1
2024-01-26,S1,P17,31,51,0
2024-01-27,S1,P17,34,51,0
2024-01-28,S1,P17,63,40,1
2024-01-29,S1,P17,49,32,1
2024-01-30,S1,P17,36,32,0
2024-01-01,S1,P18,25,128,0
2024-01-02,S1,P18,20,128,0
2024-01-03,S1,P18,27,102,1
2024-01-04,S1,P18,21,102,0
2024-01-05,S1,P18,32,81,1
2024-01-06,S1,P18,48,64,1
2024-01-07,S1,P18,26,64,0
2024-01-08,S1,P18,27,51,1
2024-01-09,S1,P18,27,51,0
2024-01-10,S1,P18,30,51,0
2024-01-11,S1,P18,18,51,0
2024-01-12,S1,P18,28,51,0
2024-01-13,S1,P18,21,51,0
2024-01-14,S1,P18,36,40,1
2024-01-15,S1,P18,27,32,1
2024-01-16,S1,P18,27,32,0
2024-01-17,S1,P18,28,32,0
2024-01-18,S1,P18,36,25,1
2024-01-19,S1,P18,22,25,0
2024-01-20,S1,P18,24,25,0
2024-01-21,S1,P18,26,25,0
2024-01-22,S1,P18,25,25,0
2024-01-23,S1,P18,25,25,0
2024-01-24,S1,P18,17,25,0
2024-01-25,S1,P18,29,25,0
2024-01-26,S1,P18,27,25,0
2024-01-27,S1,P18,24,25,0
2024-01-28,S1,P18,29,25,0
2024-01-29,S1,P18,21,25,0
2024-01-30,S1,P18,27,25,0
2024-01-01,S1,P19,20,62,0
2024-01-02,S1,P19,26,62,0
2024-01-03,S1,P19,33,49,1
2024-01-04,S1,P19,18,49,0
2024-01-05,S1,P19,24,39,1
2024-01-06,S1,P19,34,31,1
2024-01-07,S1,P19,19,31,0
2024-01-08,S1,P19,20,31,0
2024-01-09,S1,P19,19,31,0
2024-01-10,S1,P19,14,31,0
2024-01-11,S1,P19,36,24,1
2024-01-12,S1,P19,24,24,0
2024-01-13,S1,P19,21,24,0
2024-01-14,S1,P19,21,24,0
2024-01-15,S1,P19,18,24,0
2024-01-16,S1,P19,23,24,0
2024-01-17,S1,P19,13,24,0
2024-01-18,S1,P19,15,24,0
2024-01-19,S1,P19,35,19,1
2024-01-20,S1,P19,14,19,0
2024-01-21,S1,P19,22,19,0
2024-01-22,S1,P19,34,15,1
2024-01-23,S1,P19,20,15,0
2024-01-24,S1,P19,21,15,0
2024-01-25,S1,P19,24,15,0
2024-01-26,S1,P19,15,15,0
2024-01-27,S1,P19,18,15,0
2024-01-28,S1,P19,19,15,0
2024-01-29,S1,P19,22,15,0
2024-01-30,S1,P19,25,12,1
2024-01-01,S1,P20,17,128,0
2024-01-02,S1,P20,18,128,0
2024-01-03,S1,P20,19,128,0
2024-01-04,S1,P20,8,128,0
2024-01-05,S1,P20,11,128,0
2024-01-06,S1,P20,9,102,1
2024-01-07,S1,P20,22,81,1
2024-01-08,S1,P20,8,64,1
2024-01-09,S1,P20,11,64,0
2024-01-10,S1,P20,12,64,0
2024-01-11,S1,P20,17,64,0
2024-01-12,S1,P20,14,51,1
2024-01-13,S1,P20,22,40,1
2024-01-14,S1,P20,9,40,0
2024-01-15,S1,P20,16,40,0
2024-01-16,S1,P20,16,40,0
2024-01-17,S1,P20,11,40,0
2024-01-18,S1,P20,19,40,0
2024-01-19,S1,P20,18,40,0
2024-01-20,S1,P20,26,32,1
2024-01-21,S1,P20,13,32,0
2024-01-22,S1,P20,16,32,0
2024-01-23,S1,P20,13,25,1
2024-01-24,S1,P20,17,25,0
2024-01-25,S1,P20,15,25,0
2024-01-26,S1,P20,10,20,1
2024-01-27,S1,P20,30,16,1
2024-01-28,S1,P20,6,16,0
2024-01-29,S1,P20,11,16,0
2024-01-30,S1,P20,26,12,1
2024-01-01,S1,P21,21,185,0
2024-01-02,S1,P21,9,185,0
2024-01-03,S1,P21,20,185,0
2024-01-04,S1,P21,34,148,1
2024-01-05,S1,P21,18,118,1
2024-01-06,S1,P21,9,118,0
2024-01-07,S1,P21,21,94,1
2024-01-08,S1,P21,26,75,1
2024-01-09,S1,P21,13,60,1
2024-01-10,S1,P21,21,48,1
2024-01-11,S1,P21,16,48,0
2024-01-12,S1,P21,16,48,0
2024-01-13,S1,P21,17,48,0
2024-01-14,S1,P21,15,48,0
2024-01-15,S1,P21,12,48,0
2024-01-16,S1,P21,10,48,0
2024-01-17,S1,P21,17,48,0
2024-01-18,S1,P21,18,48,0
2024-01-19,S1,P21,17,48,0
2024-01-20,S1,P21,9,48,0
2024-01-21,S1,P21,12,48,0
2024-01-22,S1,P21,20,48,0
2024-01-23,S1,P21,17,48,0
2024-01-24,S1,P21,10,48,0
2024-01-25,S1,P21,8,48,0
2024-01-26,S1,P21,21,48,0
2024-01-27,S1,P21,11,38,1
2024-01-28,S1,P21,16,38,0
2024-01-29,S1,P21,27,30,1
2024-01-30,S1,P21,8,30,0
2024-01-01,S1,P22,27,79,1
2024-01-02,S1,P22,22,79,0
2024-01-03,S1,P22,18,79,0
2024-01-04,S1,P22,21,79,0
2024-01-05,S1,P22,19,79,0
2024-01-06,S1,P22,29,79,0
2024-01-07,S1,P22,24,79,0
2024-01-08,S1,P22,25,79,0
2024-01-09,S1,P22,27,79,0
2024-01-10,S1,P22,26,79,0
2024-01-11,S1,P22,22,79,0
2024-01-12,S1,P22,30,79,0
2024-01-13,S1,P22,20,79,0
2024-01-14,S1,P22,29,79,0
2024-01-15,S1,P22,18,79,0
2024-01-16,S1,P22,24,79,0
2024-01-17,S1,P22,23,79,0
2024-01-18,S1,P22,22,79,0
2024-01-19,S1,P22,17,79,0
2024-01-20,S1,P22,26,79,0
2024-01-21,S1,P22,40,63,1
2024-01-22,S1,P22,24,63,0
2024-01-23,S1,P22,41,50,1
2024-01-24,S1,P22,27,40,1
2024-01-25,S1,P22,23,32,1
2024-01-26,S1,P22,30,25,1
2024-01-27,S1,P22,40,20,1
2024-01-28,S1,P22,24,20,0
2024-01-29,S1,P22,24,16,1
2024-01-30,S1,P22,29,16,0
2024-01-01,S1,P23,19,60,0
2024-01-02,S1,P23,25,60,0
2024-01-03,S1,P23,30,60,0
2024-01-04,S1,P23,23,60,0
2024-01-05,S1,P23,26,48,1
2024-01-06,S1,P23,20,48,0
2024-01-07,S1,P23,27,48,0
2024-01-08,S1,P23,31,48,0
2024-01-09,S1,P23,26,48,0
2024-01-10,S1,P23,21,48,0
2024-01-11,S1,P23,44,38,1
2024-01-12,S1,P23,51,30,1
2024-01-13,S1,P23,28,30,0
2024-01-14,S1,P23,46,24,1
2024-01-15,S1,P23,23,24,0
2024-01-16,S1,P23,46,19,1
2024-01-17,S1,P23,30,19,0
2024-01-18,S1,P23,25,19,0
2024-01-19,S1,P23,25,19,0
2024-01-20,S1,P23,23,19,0
2024-01-21,S1,P23,31,19,0
2024-01-22,S1,P23,20,19,0
2024-01-23,S1,P23,38,15,1
2024-01-24,S1,P23,42,12,1
2024-01-25,S1,P23,22,12,0
2024-01-26,S1,P23,22,12,0
2024-01-27,S1,P23,32,12,0
2024-01-28,S1,P23,23,12,0
2024-01-29,S1,P23,19,12,0
2024-01-30,S1,P23,32,12,0
2024-01-01,S1,P24,37,152,1
2024-01-02,S1,P24,15,152,0
2024-01-03,S1,P24,13,152,0
2024-01-04,S1,P24,13,152,0
2024-01-05,S1,P24,16,152,0
2024-01-06,S1,P24,19,152,0
2024-01-07,S1,P24,25,152,0
2024-01-08,S1,P24,38,121,1
2024-01-09,S1,P24,19,121,0
2024-01-10,S1,P24,18,121,0
2024-01-11,S1,P24,21,121,0
2024-01-12,S1,P24,32,96,1
2024-01-13,S1,P24,22,96,0
2024-01-14,S1,P24,18,96,0
2024-01-15,S1,P24,19,96,0
2024-01-16,S1,P24,26,96,0
2024-01-17,S1,P24,18,96,0
2024-01-18,S1,P24,29,76,1
2024-01-19,S1,P24,25,76,0
2024-01-20,S1,P24,14,76,0
2024-01-21,S1,P24,22,76,0
2024-01-22,S1,P24,13,76,0
2024-01-23,S1,P24,20,76,0
2024-01-24,S1,P24,17,76,0
2024-01-25,S1,P24,15,76,0
2024-01-26,S1,P24,14,76,0
2024-01-27,S1,P24,20,76,0
2024-01-28,S1,P24,18,60,1
2024-01-29,S1,P24,14,60,0
2024-01-30,S1,P24,18,60,0
2024-01-01,S1,P25,36,198,0
2024-01-02,S1,P25,37,198,0
2024-01-03,S1,P25,35,198,0
2024-01-04,S1,P25,41,158,1
2024-01-05,S1,P25,30,158,0
2024-01-06,S1,P25,27,158,0
2024-01-07,S1,P25,35,158,0
2024-01-08,S1,P25,27,158,0
2024-01-09,S1,P25,40,158,0
2024-01-10,S1,P25,36,158,0
2024-01-11,S1,P25,64,126,1
2024-01-12,S1,P25,31,126,0
2024-01-13,S1,P25,46,100,1
2024-01-14,S1,P25,40,100,0
